Node,time,pressure,concentration,people,size
Node 0,0,6.403522971205461,400.0,1,36
Node 0,5,6.403522971205461,400.55555555555554,1,36
Node 0,10,6.403522971205461,401.13551557634673,1,36
Node 0,15,6.403522971205461,401.73944695810656,1,36
Node 0,20,6.403522971205461,402.36692464511776,1,36
Node 0,25,6.403522971205461,403.01753137567954,1,36
Node 0,30,6.403522971205461,403.69085743792147,1,36
Node 0,35,6.403522971205461,404.3865004355398,1,36
Node 0,40,6.403522971205461,405.10406506304787,1,36
Node 0,45,6.403522971205461,405.84316289014953,1,36
Node 0,50,6.403522971205461,406.603412154859,1,36
Node 0,55,6.403522971205461,407.38443756500664,1,36
Node 0,60,6.403522971205461,408.18587010778424,1,36
Node 0,65,6.403522971205461,409.0073468669968,1,36
Node 0,70,6.403522971205461,409.8485108477019,1,36
Node 0,75,6.403522971205461,410.70901080793044,1,36
Node 0,80,6.403522971205461,411.58850109719407,1,36
Node 0,85,6.403522971205461,412.48664150149756,1,36
Node 0,90,6.403522971205461,413.40309709458506,1,36
Node 0,95,6.403522971205461,414.33753809516054,1,36
Node 0,100,6.403522971205461,415.2896397298321,1,36
Node 0,105,6.403522971205461,416.25908210154216,1,36
Node 0,110,6.403522971205461,417.24555006325227,1,36
Node 0,115,6.403522971205461,418.24873309666356,1,36
Node 0,120,6.403522971205461,419.2683251957603,1,36
Node 0,125,6.403522971205461,420.30402475497425,1,36
Node 0,130,6.403522971205461,421.35553446177494,1,36
Node 0,135,6.403522971205461,422.4225611934993,1,36
Node 0,140,6.403522971205461,423.5048159182414,1,36
Node 0,145,6.403522971205461,424.6020135996304,1,36
Node 0,150,6.403522971205461,425.71387310533254,1,36
Node 0,155,6.403522971205461,426.84011711911774,1,36
Node 0,160,6.403522971205461,427.9804720563408,1,36
Node 0,165,6.403522971205461,429.13466798269087,1,36
Node 0,170,6.403522971205461,430.30243853607,1,36
Node 0,175,6.403522971205461,431.483520851467,1,36
Node 0,180,6.403522971205461,432.67765548869875,1,36
Node 0,185,6.403522971205461,433.88458636289556,1,36
Node 0,190,6.403522971205461,435.10406067761323,1,36
Node 0,195,6.403522971205461,436.3358288604586,1,36
Node 0,200,6.403522971205461,437.57964450112036,0,36
Node 0,205,6.403522971205461,438.2797087361458,0,36
Node 0,210,6.403522971205461,438.98157507204746,0,36
Node 0,215,6.403522971205461,439.6853364238682,0,36
Node 0,220,6.403522971205461,440.39107991793014,0,36
Node 0,225,6.403522971205461,441.0988870979525,0,36
Node 0,230,6.403522971205461,441.8088341243494,0,36
Node 0,235,6.403522971205461,442.52099196694155,0,36
Node 0,240,6.403522971205461,443.2354265913087,0,36
Node 0,245,6.403522971205461,443.9521991389996,0,36
Node 0,250,6.403522971205461,444.67136610181024,0,36
Node 0,255,6.403522971205461,445.3929794903319,0,36
Node 0,260,6.403522971205461,446.1170869969654,0,36
Node 0,265,6.403522971205461,446.84373215358795,0,36
Node 0,270,6.403522971205461,447.57295448405597,0,36
Node 0,275,6.403522971205461,448.30478965171665,0,36
Node 0,280,6.403522971205461,449.0392696020988,0,36
Node 0,285,6.403522971205461,449.77642270094424,0,36
Node 0,290,6.403522971205461,450.51627386773737,0,36
Node 0,295,6.403522971205461,451.25884470488387,0,36
Node 0,300,6.403522971205461,452.00415362268427,0,36
Node 0,305,6.403522971205461,452.75221596024335,0,36
Node 0,310,6.403522971205461,453.5030441024511,0,36
Node 0,315,6.403522971205461,454.25664759316595,0,36
Node 0,320,6.403522971205461,455.01303324472667,0,36
Node 0,325,6.403522971205461,455.7722052439149,0,36
Node 0,330,6.403522971205461,456.53416525448586,0,36
Node 0,335,6.403522971205461,457.2989125163802,0,36
Node 0,340,6.403522971205461,458.0664439417274,0,36
Node 0,345,6.403522971205461,458.83675420774546,0,36
Node 0,350,6.403522971205461,459.6098358466391,0,36
Node 0,355,6.403522971205461,460.3856793325952,0,36
Node 0,360,6.403522971205461,461.16427316596975,0,36
Node 0,365,6.403522971205461,461.9456039547586,0,36
Node 0,370,6.403522971205461,462.72965649344013,0,36
Node 0,375,6.403522971205461,463.51641383927523,0,36
Node 0,380,6.403522971205461,464.30585738614735,0,36
Node 0,385,6.403522971205461,465.09796693602186,0,36
Node 0,390,6.403522971205461,465.8927207681017,0,36
Node 0,395,6.403522971205461,466.69009570575383,0,36
Node 0,400,6.403522971205461,467.4900671812776,2,36
Node 0,405,6.403522971205461,469.40372040969595,2,36
Node 0,410,6.403522971205461,471.30039354389186,2,36
Node 0,415,6.403522971205461,473.1802769072337,2,36
Node 0,420,6.403522971205461,475.04355888313165,2,36
Node 0,425,6.403522971205461,476.89042590648137,2,36
Node 0,430,6.403522971205461,478.72106245684824,2,36
Node 0,435,6.403522971205461,480.5356510533027,2,36
Node 0,440,6.403522971205461,482.33437225081843,2,36
Node 0,445,6.403522971205461,484.11740463815147,2,36
Node 0,450,6.403522971205461,485.8849248371192,2,36
Node 0,455,6.403522971205461,487.637107503204,2,36
Node 0,460,6.403522971205461,489.3741253274083,2,36
Node 0,465,6.403522971205461,491.09614903929133,2,36
Node 0,470,6.403522971205461,492.80334741112057,2,36
Node 0,475,6.403522971205461,494.4958872630745,2,36
Node 0,480,6.403522971205461,496.17393346943567,2,36
Node 0,485,6.403522971205461,497.83764896571506,2,36
Node 0,490,6.403522971205461,499.48719475665325,2,36
Node 0,495,6.403522971205461,501.12272992504364,2,36
Node 0,500,6.403522971205461,502.74441164132827,2,36
