Node1,Node2,Flow
0,1.0,-0.04217091592719705
1,2.0,-0.06325637420740644
2,3.0,-0.12033578593878902
3,4.0,0.08293512175622346
4,2.0,-0.057079410266251865
0,4.0,0.06325637486164533
3,4.0,0.16587024351244692
0,1.0,-0.021085457963598526
4,-inf,0.36914115115025115
3,-inf,-0.36914115115414725
