Node1,Node2,Flow
0,1.0,9.339585907902676e-06
1,2.0,3.9561168484626474e-05
2,3.0,0.08711966127078032
3,4.0,0.03964739856449125
4,5.0,0.087224276841881
5,6.0,9.300402873645547e-06
1,0.0,-1.2452781210536902e-05
4,3.0,-0.0475768782773895
2,3.0,0.04978266358330305
5,3.0,-0.04967804801220212
6,5.0,-3.720161149458219e-05
2,-inf,0.1373344246479644
2,-inf,0.1373344246479644
2,-inf,-0.4115711741500121
5,-inf,0.13690232485408338
