Node1,Node2,Flow
0,1.0,6.877043295791606e-07
1,2.0,0.1419102364629161
2,3.0,0.05055621352639584
3,4.0,-0.029293082087139922
4,5.0,0.19669181518335452
5,6.0,0.09834590759167704
6,7.0,0.6305217437183103
6,3.0,-0.1530820008313869
4,1.0,-0.27920657557451073
2,4.0,-0.025484058780922386
6,4.0,-0.16390984598612862
5,6.0,0.09834590759167704
1,4.0,0.20940493168088306
4,3.0,0.0732327052178498
2,6.0,0.1168380817174417
7,-inf,0.6305217437183102
1,-inf,-0.528253773524718
1,-inf,-0.10226797019359228
