Node1,Node2,Flow
0,1.0,-7.723134253461397e-05
1,2.0,-0.18617501191823047
2,3.0,0.2894873436046543
3,4.0,0.1585541185076283
4,5.0,-2.3592782595091907e-05
4,3.0,-0.19819264813453535
3,1.0,-0.18617501191823072
3,4.0,0.1189155888807212
0,1.0,-7.723134253461397e-05
4,-inf,0.4756623555228847
2,-inf,-0.4756623555228847
