Node,time,pressure,concentration,people,size
Node 0,0,4.719708617867082,400.0,3,35
Node 0,5,4.719708617867082,401.7142857142857,3,35
Node 0,10,4.719708617867082,403.32484724489365,3,35
Node 0,15,4.719708617867082,404.8379605038203,3,35
Node 0,20,4.719708617867082,406.2595216741503,3,35
Node 0,25,4.719708617867082,407.59507018584833,3,35
Node 0,30,4.719708617867082,408.84981030138255,3,35
Node 0,35,4.719708617867082,410.02863139529336,3,35
Node 0,40,4.719708617867082,411.13612700673116,3,35
Node 0,45,4.719708617867082,412.1766127392055,3,35
Node 0,50,4.719708617867082,413.1541430772961,3,35
Node 0,55,4.719708617867082,414.0725271858558,3,35
Node 0,60,4.719708617867082,414.9353437532704,3,35
Node 0,65,4.719708617867082,415.7459549366157,3,35
Node 0,70,4.719708617867082,416.50751946305206,3,35
Node 0,75,4.719708617867082,417.22300493850855,3,35
Node 0,80,4.719708617867082,417.8951994116213,3,35
Node 0,85,4.719708617867082,418.5267222379862,3,35
Node 0,90,4.719708617867082,419.1200342870619,3,35
Node 0,95,4.719708617867082,419.6774475314963,3,35
Node 0,100,4.719708617867082,420.20113405624306,3,35
Node 0,105,4.719708617867082,420.6931345225751,3,35
Node 0,110,4.719708617867082,421.1553661199759,3,35
Node 0,115,4.719708617867082,421.5896300368955,3,35
Node 0,120,4.719708617867082,421.9976184794833,3,35
Node 0,125,4.719708617867082,422.38092126564595,3,35
Node 0,130,4.719708617867082,422.74103202012753,3,35
Node 0,135,4.719708617867082,423.07935399475116,3,35
Node 0,140,4.719708617867082,423.39720553650255,3,35
Node 0,145,4.719708617867082,423.6958252247629,3,35
Node 0,150,4.719708617867082,423.9763766977096,3,35
Node 0,155,4.719708617867082,424.23995318669154,3,35
Node 0,160,4.719708617867082,424.487581776249,3,35
Node 0,165,4.719708617867082,424.72022740637726,3,35
Node 0,170,4.719708617867082,424.9387966326306,3,35
Node 0,175,4.719708617867082,425.144141158718,3,35
Node 0,180,4.719708617867082,425.3370611553564,3,35
Node 0,185,4.719708617867082,425.51830837831443,3,35
Node 0,190,4.719708617867082,425.68858909779607,3,35
Node 0,195,4.719708617867082,425.8485668505802,3,35
Node 0,200,4.719708617867082,425.9988650256394,8,35
Node 0,205,4.719708617867082,428.997212150457,8,35
Node 0,210,4.719708617867082,431.81414196233044,8,35
Node 0,215,4.719708617867082,434.46063125616223,8,35
Node 0,220,4.719708617867082,436.9469926673855,8,35
Node 0,225,4.719708617867082,439.28291485744626,8,35
Node 0,230,4.719708617867082,441.47750026783274,8,35
Node 0,235,4.719708617867082,443.53930058976715,8,35
Node 0,240,4.719708617867082,445.47635008777706,8,35
Node 0,245,4.719708617867082,447.29619690699764,8,35
Node 0,250,4.719708617867082,449.0059324862019,8,35
Node 0,255,4.719708617867082,450.61221919117247,8,35
Node 0,260,4.719708617867082,452.1213162760948,8,35
Node 0,265,4.719708617867082,453.5391042741364,8,35
Node 0,270,4.719708617867082,454.87110791225507,8,35
Node 0,275,4.719708617867082,456.12251763952895,8,35
Node 0,280,4.719708617867082,457.2982098528982,8,35
Node 0,285,4.719708617867082,458.40276589913276,8,35
Node 0,290,4.719708617867082,459.44048992707116,8,35
Node 0,295,4.719708617867082,460.41542565969576,8,35
Node 0,300,4.719708617867082,461.3313721514009,8,35
Node 0,305,4.719708617867082,462.191898591855,8,35
Node 0,310,4.719708617867082,463.0003582141438,8,35
