Node1,Node2,Flow
0,1.0,0.24780600580848772
1,2.0,0.13687021780257866
2,3.0,-0.29007766619351094
3,4.0,-0.11046803777752404
4,5.0,0.011053061127507598
5,6.0,0.0769059206255708
6,7.0,-8.452314134274381e-05
3,6.0,-0.0769059206255708
3,0.0,-0.10270370779041499
2,1.0,-0.22811702967096445
1,5.0,-0.11718124166505615
5,0.0,-0.18303410116312155
4,0.0,-0.12152109890502852
2,-inf,0.6550649136670539
0,-inf,-0.6550649136670542
