Node,time,pressure,concentration,people,size
Node 0,0,3.817751590697841,400.0,3,51
Node 0,5,3.817751590697841,401.1764705882353,3,51
Node 0,10,3.817751590697841,402.3523846160725,3,51
Node 0,15,3.817751590697841,403.527750194592,3,51
Node 0,20,3.817751590697841,404.70257429739195,3,51
Node 0,25,3.817751590697841,405.8768628207845,3,51
Node 0,30,3.817751590697841,407.0506206413592,3,51
Node 0,35,3.817751590697841,408.22385167102334,3,51
Node 0,40,3.817751590697841,409.39655890962086,3,51
Node 0,45,3.817751590697841,410.5687444952309,3,51
Node 0,50,3.817751590697841,411.7404097522404,3,51
Node 0,55,3.817751590697841,412.9115552372833,3,51
Node 0,60,3.817751590697841,414.0821807831333,3,51
Node 0,65,3.817751590697841,415.25228554063557,3,51
Node 0,70,3.817751590697841,416.42186801875806,3,51
Node 0,75,3.817751590697841,417.5909261228402,3,51
Node 0,80,3.817751590697841,418.7594571911139,3,51
Node 0,85,3.817751590697841,419.9274580295684,3,51
Node 0,90,3.817751590697841,421.09492494522794,3,51
Node 0,95,3.817751590697841,422.26185377790796,3,51
Node 0,100,3.817751590697841,423.4282399305137,3,51
Node 0,105,3.817751590697841,424.5940783979418,3,51
Node 0,110,3.817751590697841,425.7593637946433,3,51
Node 0,115,3.817751590697841,426.92409038090403,3,51
Node 0,120,3.817751590697841,428.0882520878964,3,51
Node 0,125,3.817751590697841,429.25184254155397,3,51
Node 0,130,3.817751590697841,430.41485508531844,3,51
Node 0,135,3.817751590697841,431.57728280180663,3,51
Node 0,140,3.817751590697841,432.739118533443,3,51
Node 0,145,3.817751590697841,433.9003549021013,3,51
Node 0,150,3.817751590697841,435.0609843277979,3,51
Node 0,155,3.817751590697841,436.2209990464763,3,51
Node 0,160,3.817751590697841,437.38039112692246,3,51
Node 0,165,3.817751590697841,438.5391524868466,3,51
Node 0,170,3.817751590697841,439.6972749081688,3,51
Node 0,175,3.817751590697841,440.8547500515414,3,51
Node 0,180,3.817751590697841,442.01156947014067,3,51
Node 0,185,3.817751590697841,443.1677246227608,3,51
Node 0,190,3.817751590697841,444.32320688623804,3,51
Node 0,195,3.817751590697841,445.47800756723626,3,51
Node 0,200,3.817751590697841,446.63211791341945,5,51
Node 0,205,3.817751590697841,448.5698428495298,5,51
Node 0,210,3.817751590697841,450.50894175910054,5,51
Node 0,215,3.817751590697841,452.44937401701634,5,51
Node 0,220,3.817751590697841,454.3910985206573,5,51
Node 0,225,3.817751590697841,456.3340737468701,5,51
Node 0,230,3.817751590697841,458.27825780604167,5,51
Node 0,235,3.817751590697841,460.2236084933998,5,51
Node 0,240,3.817751590697841,462.17008333766114,5,51
Node 0,245,3.817751590697841,464.1176396471414,5,51
Node 0,250,3.817751590697841,466.06623455343845,5,51
Node 0,255,3.817751590697841,468.015825052794,5,51
Node 0,260,3.817751590697841,469.96636804523564,5,51
Node 0,265,3.817751590697841,471.9178203715962,5,51
Node 0,270,3.817751590697841,473.87013884850427,5,51
Node 0,275,3.817751590697841,475.8232803014354,5,51
Node 0,280,3.817751590697841,477.77720159590905,5,51
Node 0,285,3.817751590697841,479.73185966691517,5,51
Node 0,290,3.817751590697841,481.68721154664775,5,51
Node 0,295,3.817751590697841,483.6432143906219,5,51
Node 0,300,3.817751590697841,485.5998255022468,5,51
Node 0,305,3.817751590697841,487.55700235592417,5,51
Node 0,310,3.817751590697841,489.5147026187386,5,51
Node 0,315,3.817751590697841,491.47288417080404,5,51
Node 0,320,3.817751590697841,493.4315051243272,5,51
Node 0,325,3.817751590697841,495.39052384144725,5,51
Node 0,330,3.817751590697841,497.3498989509072,5,51
Node 0,335,3.817751590697841,499.3095893636115,5,51
Node 0,340,3.817751590697841,501.2695542871216,5,51
Node 0,345,3.817751590697841,503.2297532391379,5,51
Node 0,350,3.817751590697841,505.1901460600169,5,51
Node 0,355,3.817751590697841,507.15069292436795,5,51
Node 0,360,3.817751590697841,509.11135435177357,5,51
Node 0,365,3.817751590697841,511.0720912166747,5,51
Node 0,370,3.817751590697841,513.0328647574613,5,51
Node 0,375,3.817751590697841,514.9936365848058,5,51
Node 0,380,3.817751590697841,516.9543686892763,5,51
Node 0,385,3.817751590697841,518.9150234482652,5,51
Node 0,390,3.817751590697841,520.8755636322654,5,51
Node 0,395,3.817751590697841,522.8359524105281,5,51
Node 0,400,3.817751590697841,524.7961533561304,7,51
Node 0,405,3.817751590697841,527.5404441759752,7,51
Node 0,410,3.817751590697841,530.2844549249502,7,51
Node 0,415,3.817751590697841,533.0281195688553,7,51
Node 0,420,3.817751590697841,535.7713735666766,7,51
Node 0,425,3.817751590697841,538.5141538342492,7,51
Node 0,430,3.817751590697841,541.2563987089577,7,51
