Node1,Node2,Flow
0,1.0,0.47441815413295113
1,2.0,0.14180769265761875
2,3.0,-0.029969479125033293
3,4.0,0.14313527820745206
4,5.0,0.09430281857861597
5,6.0,0.060010883671626075
2,6.0,0.18462123362784746
4,1.0,-0.14666164197874454
3,1.0,-0.1859488193990567
3,2.0,0.012844062482157125
6,4.0,-0.19549410209447707
5,6.0,0.034291933526643475
0,-inf,-0.4744181541327553
6,-inf,0.474418154142093
