Node1,Node2,Flow
0,1.0,3.272557929316098e-05
1,2.0,-1.6994224995289086e-05
2,3.0,2.8403055624996555e-05
3,2.0,-1.7041833374997932e-05
0,2.0,-1.0837412826815894e-05
1,3.0,-1.89574313238226e-05
3,2.0,-1.1361222249998623e-05
3,-inf,0.650940963475978
3,-inf,0.8136762043449725
3,-inf,-1.4646171678209505
