Node1,Node2,Flow
0,1.0,-0.2326223413710166
1,2.0,0.06280462404536674
2,3.0,0.04028476455150245
3,4.0,0.040284785754658735
4,5.0,0.08618490877711979
0,5.0,0.3023401125011636
1,0.0,0.19939057831801424
4,0.0,-0.02338035431209782
4,2.0,-0.022519870369268766
5,0.0,-0.1295743339290701
0,-inf,0.43249448994209505
0,-inf,-0.45577632289885195
1,-inf,-0.49481753168715986
5,-inf,0.5180993646409598
