Node,pressure,concentration,people
Node 0,5.530952049927149,477.5055801123959,9
Node 0,5.530952049927149,478.0589874544356,9
Node 0,5.530952049927149,478.61152363139945,9
Node 0,5.530952049927149,479.16318925396996,9
Node 0,5.530952049927149,479.7139849377057,9
Node 0,5.530952049927149,480.263911302997,9
Node 0,5.530952049927149,480.8129689750224,9
Node 0,5.530952049927149,481.3611585837052,9
Node 0,5.530952049927149,481.9084807636705,9
Node 0,5.530952049927149,482.45493615420236,9
Node 0,5.530952049927149,483.00052539920165,9
Node 0,5.530952049927149,483.54524914714403,9
Node 0,5.530952049927149,484.0891080510383,9
Node 0,5.530952049927149,484.632102768385,9
Node 0,5.530952049927149,485.1742339611356,9
Node 0,5.530952049927149,485.71550229565173,9
Node 0,5.530952049927149,486.25590844266486,9
Node 0,5.530952049927149,486.7954530772364,9
Node 0,5.530952049927149,487.33413687871786,9
Node 0,5.530952049927149,487.87196053071153,9
Node 0,5.530952049927149,488.4089247210315,9
Node 0,5.530952049927149,488.94503014166486,9
Node 0,5.530952049927149,489.4802774887332,9
Node 0,5.530952049927149,490.01466746245455,9
Node 0,5.530952049927149,490.5482007671055,9
Node 0,5.530952049927149,491.08087811098375,9
Node 0,5.530952049927149,491.61270020637056,9
Node 0,5.530952049927149,492.14366776949413,9
Node 0,5.530952049927149,492.6737815204928,9
Node 0,5.530952049927149,493.20304218337867,9
Node 0,5.530952049927149,493.7314504860014,9
Node 0,5.530952049927149,494.2590071600125,9
Node 0,5.530952049927149,494.7857129408298,9
Node 0,5.530952049927149,495.3115685676021,9
Node 0,5.530952049927149,495.8365747831741,9
Node 0,5.530952049927149,496.36073233405193,9
Node 0,5.530952049927149,496.8840419703684,9
Node 0,5.530952049927149,497.40650444584895,9
Node 0,5.530952049927149,497.92812051777764,9
Node 0,5.530952049927149,498.44889094696356,9
Node 0,5.530952049927149,498.9688164977073,9
Node 0,5.530952049927149,499.48789793776774,9
Node 0,5.530952049927149,500.0061360383293,9
Node 0,5.530952049927149,500.5235315739692,9
Node 0,5.530952049927149,501.0400853226249,9
Node 0,5.530952049927149,501.55579806556216,9
Node 0,5.530952049927149,502.0706705873429,9
Node 0,5.530952049927149,502.5847036757935,9
Node 0,5.530952049927149,503.09789812197357,9
Node 0,5.530952049927149,503.61025472014444,9
Node 0,5.530952049927149,504.12177426773826,9
Node 0,5.530952049927149,504.6324575653274,9
Node 0,5.530952049927149,505.1423054165937,9
Node 0,5.530952049927149,505.65131862829816,9
Node 0,5.530952049927149,506.15949801025107,9
Node 0,5.530952049927149,506.666844375282,9
Node 0,5.530952049927149,507.17335853921,9
Node 0,5.530952049927149,507.6790413208147,9
Node 0,5.530952049927149,508.1838935418064,9
Node 0,5.530952049927149,508.68791602679767,9
Node 0,5.530952049927149,509.1911096032742,9
Node 0,5.530952049927149,509.6934751015664,9
Node 0,5.530952049927149,510.19501335482096,9
Node 0,5.530952049927149,510.69572519897287,9
Node 0,5.530952049927149,511.1956114727172,9
Node 0,5.530952049927149,511.69467301748153,9
Node 0,5.530952049927149,512.1929106773983,9
Node 0,5.530952049927149,512.6903252992778,9
Node 0,5.530952049927149,513.1869177325802,9
Node 0,5.530952049927149,513.6826888293897,9
Node 0,5.530952049927149,514.1776394443867,9
Node 0,5.530952049927149,514.6717704348222,9
Node 0,5.530952049927149,515.1650826604905,9
Node 0,5.530952049927149,515.6575769837037,9
Node 0,5.530952049927149,516.1492542692656,9
Node 0,5.530952049927149,516.6401153844454,9
Node 0,5.530952049927149,517.1301611989525,9
Node 0,5.530952049927149,517.619392584911,9
Node 0,5.530952049927149,518.1078104168345,9
Node 0,5.530952049927149,518.5954155716005,9
Node 0,5.530952049927149,519.0822089284261,9
Node 0,5.530952049927149,519.5681913688429,9
Node 0,5.530952049927149,520.0533637766727,9
Node 0,5.530952049927149,520.5377270380026,9
Node 0,5.530952049927149,521.0212820411615,9
Node 0,5.530952049927149,521.5040296766955,9
Node 0,5.530952049927149,521.985970837344,9
Node 0,5.530952049927149,522.4671064180163,9
Node 0,5.530952049927149,522.9474373157681,9
Node 0,5.530952049927149,523.4269644297773,9
Node 0,5.530952049927149,523.905688661322,9
Node 0,5.530952049927149,524.3836109137562,9
Node 0,5.530952049927149,524.8607320924881,9
Node 0,5.530952049927149,525.3370531049561,9
Node 0,5.530952049927149,525.8125748606072,9
Node 0,5.530952049927149,526.2872982708742,9
Node 0,5.530952049927149,526.7612242491532,9
Node 0,5.530952049927149,527.2343537107818,9
Node 0,5.530952049927149,527.7066875730169,9
Node 0,5.530952049927149,528.1782267550129,9
Node 0,5.530952049927149,528.6489721778004,9
Node 0,5.530952049927149,529.1189247642637,9
Node 0,5.530952049927149,529.5880854391207,9
Node 0,5.530952049927149,530.0564551289007,9
Node 0,5.530952049927149,530.5240347619234,9
Node 0,5.530952049927149,530.9908252682785,9
Node 0,5.530952049927149,531.4568275798043,9
Node 0,5.530952049927149,531.9220426300674,9
Node 0,5.530952049927149,532.3864713543418,9
Node 0,5.530952049927149,532.8501146895888,9
Node 0,5.530952049927149,533.3129735744368,9
Node 0,5.530952049927149,533.7750489491608,9
Node 0,5.530952049927149,534.2363417556628,9
Node 0,5.530952049927149,534.6968529374518,9
Node 0,5.530952049927149,535.1565834396239,9
Node 0,5.530952049927149,535.615534208843,9
Node 0,5.530952049927149,536.0737061933211,9
Node 0,5.530952049927149,536.5311003427992,9
Node 0,5.530952049927149,536.987717608528,9
Node 0,5.530952049927149,537.4435589432486,9
Node 0,5.530952049927149,537.898625301174,9
Node 0,5.530952049927149,538.3529176379698,9
Node 0,5.530952049927149,538.8064369107358,9
Node 0,5.530952049927149,539.2591840779874,9
Node 0,5.530952049927149,539.711160099637,9
Node 0,5.530952049927149,540.1623659369761,9
Node 0,5.530952049927149,540.6128025526564,9
Node 0,5.530952049927149,541.062470910672,9
Node 0,5.530952049927149,541.5113719763418,9
Node 0,5.530952049927149,541.9595067162912,9
Node 0,5.530952049927149,542.4068760984345,9
Node 0,5.530952049927149,542.8534810919572,9
Node 0,5.530952049927149,543.2993226672986,9
Node 0,5.530952049927149,543.7444017961345,9
Node 0,5.530952049927149,544.1887194513598,9
Node 0,5.530952049927149,544.6322766070712,9
Node 0,5.530952049927149,545.0750742385502,9
Node 0,5.530952049927149,545.5171133222466,9
Node 0,5.530952049927149,545.9583948357608,9
Node 0,5.530952049927149,546.398919757828,9
Node 0,5.530952049927149,546.838689068301,9
Node 0,5.530952049927149,547.2777037481338,9
Node 0,5.530952049927149,547.7159647793653,9
Node 0,5.530952049927149,548.1534731451028,9
Node 0,5.530952049927149,548.5902298295061,9
Node 0,5.530952049927149,549.0262358177713,9
Node 0,5.530952049927149,549.4614920961146,9
Node 0,5.530952049927149,549.8959996517569,9
Node 0,5.530952049927149,550.3297594729074,9
Node 0,5.530952049927149,550.7627725487483,9
Node 0,5.530952049927149,551.1950398694194,9
Node 0,5.530952049927149,551.626562426002,9
Node 0,5.530952049927149,552.0573412105042,9
Node 0,5.530952049927149,552.4873772158453,9
Node 0,5.530952049927149,552.9166714358405,9
Node 0,5.530952049927149,553.345224865186,9
Node 0,5.530952049927149,553.773038499444,9
Node 0,5.530952049927149,554.2001133350278,9
Node 0,5.530952049927149,554.626450369187,9
Node 0,5.530952049927149,555.0520505999924,9
Node 0,5.530952049927149,555.4769150263223,9
Node 0,5.530952049927149,555.9010446478472,9
Node 0,5.530952049927149,556.3244404650155,9
Node 0,5.530952049927149,556.7471034790393,9
Node 0,5.530952049927149,557.1690346918801,9
Node 0,5.530952049927149,557.590235106235,9
Node 0,5.530952049927149,558.0107057255218,9
Node 0,5.530952049927149,558.4304475538659,9
Node 0,5.530952049927149,558.8494615960858,9
Node 0,5.530952049927149,559.2677488576799,9
Node 0,5.530952049927149,559.6853103448119,9
Node 0,5.530952049927149,560.1021470642983,9
Node 0,5.530952049927149,560.5182600235937,9
Node 0,5.530952049927149,560.9336502307783,9
Node 0,5.530952049927149,561.3483186945441,9
Node 0,5.530952049927149,561.7622664241815,9
Node 0,5.530952049927149,562.1754944295662,9
Node 0,5.530952049927149,562.5880037211465,9
Node 0,5.530952049927149,562.9997953099295,9
Node 0,5.530952049927149,563.4108702074687,9
Node 0,5.530952049927149,563.8212294258511,9
Node 0,5.530952049927149,564.230873977684,9
Node 0,5.530952049927149,564.6398048760828,9
Node 0,5.530952049927149,565.0480231346581,9
Node 0,5.530952049927149,565.4555297675032,9
Node 0,5.530952049927149,565.8623257891815,9
Node 0,5.530952049927149,566.2684122147142,9
Node 0,5.530952049927149,566.6737900595682,9
Node 0,5.530952049927149,567.0784603396435,9
Node 0,5.530952049927149,567.4824240712612,9
Node 0,5.530952049927149,567.8856822711515,9
Node 0,5.530952049927149,568.2882359564414,9
Node 0,5.530952049927149,568.6900861446433,9
Node 0,5.530952049927149,569.0912338536423,9
Node 0,5.530952049927149,569.4916801016853,9
Node 0,5.530952049927149,569.8914259073689,9
Node 0,5.530952049927149,570.2904722896276,9
Node 0,5.530952049927149,570.6888202677223,9
Node 0,5.530952049927149,571.0864708612291,9
Node 0,5.530952049927149,571.4834250900276,9
Node 0,5.530952049927149,571.8796839742895,9
Node 0,5.530952049927149,572.2752485344677,9
Node 0,5.530952049927149,572.6701197912845,9
Node 0,5.530952049927149,573.064298765721,9
Node 0,5.530952049927149,573.4577864790057,9
Node 0,5.530952049927149,573.8505839526036,9
Node 0,5.530952049927149,574.2426922082055,9
Node 0,5.530952049927149,574.6341122677168,9
Node 0,5.530952049927149,575.0248451532465,9
Node 0,5.530952049927149,575.4148918870973,9
Node 0,5.530952049927149,575.804253491754,9
Node 0,5.530952049927149,576.1929309898737,9
Node 0,5.530952049927149,576.5809254042747,9
Node 0,5.530952049927149,576.9682377579261,9
Node 0,5.530952049927149,577.3548690739378,9
Node 0,5.530952049927149,577.7408203755499,9
Node 0,5.530952049927149,578.1260926861222,9
Node 0,5.530952049927149,578.5106870291246,9
Node 0,5.530952049927149,578.8946044281263,9
Node 0,5.530952049927149,579.2778459067862,9
Node 0,5.530952049927149,579.6604124888426,9
Node 0,5.530952049927149,580.0423051981033,9
Node 0,5.530952049927149,580.4235250584361,9
Node 0,5.530952049927149,580.8040730937583,9
Node 0,5.530952049927149,581.1839503280275,9
Node 0,5.530952049927149,581.5631577852317,9
Node 0,5.530952049927149,581.9416964893794,9
Node 0,5.530952049927149,582.3195674644905,9
Node 0,5.530952049927149,582.6967717345865,9
Node 0,5.530952049927149,583.073310323681,9
Node 0,5.530952049927149,583.4491842557704,9
Node 0,5.530952049927149,583.8243945548247,9
Node 0,5.530952049927149,584.1989422447779,9
Node 0,5.530952049927149,584.5728283495188,9
Node 0,5.530952049927149,584.9460538928822,9
Node 0,5.530952049927149,585.3186198986397,9
Node 0,5.530952049927149,585.6905273904899,9
Node 0,5.530952049927149,586.0617773920507,9
Node 0,5.530952049927149,586.4323709268491,9
Node 0,5.530952049927149,586.8023090183134,9
Node 0,5.530952049927149,587.1715926897635,9
Node 0,5.530952049927149,587.5402229644027,9
Node 0,5.530952049927149,587.9082008653086,9
Node 0,5.530952049927149,588.2755274154247,9
Node 0,5.530952049927149,588.6422036375518,9
Node 0,5.530952049927149,589.0082305543394,9
Node 0,5.530952049927149,589.3736091882771,9
Node 0,5.530952049927149,589.7383405616861,9
Node 0,5.530952049927149,590.1024256967112,9
Node 0,5.530952049927149,590.465865615312,9
Node 0,5.530952049927149,590.8286613392552,9
Node 0,5.530952049927149,591.1908138901056,9
Node 0,5.530952049927149,591.5523242892184,9
Node 0,5.530952049927149,591.9131935577313,9
Node 0,5.530952049927149,592.273422716556,9
Node 0,5.530952049927149,592.63301278637,9
Node 0,5.530952049927149,592.9919647876095,9
Node 0,5.530952049927149,593.3502797404606,9
Node 0,5.530952049927149,593.7079586648517,9
Node 0,5.530952049927149,594.065002580446,9
Node 0,5.530952049927149,594.4214125066335,9
Node 0,5.530952049927149,594.777189462523,9
Node 0,5.530952049927149,595.1323344669349,9
Node 0,5.530952049927149,595.4868485383935,9
Node 0,5.530952049927149,595.8407326951191,9
Node 0,5.530952049927149,596.1939879550208,9
Node 0,5.530952049927149,596.546615335689,9
Node 0,5.530952049927149,596.8986158543878,9
Node 0,5.530952049927149,597.2499905280478,9
Node 0,5.530952049927149,597.6007403732586,9
Node 0,5.530952049927149,597.950866406262,9
Node 0,5.530952049927149,598.300369642944,9
Node 0,5.530952049927149,598.6492510988282,9
Node 0,5.530952049927149,598.9975117890685,9
Node 0,5.530952049927149,599.345152728442,9
Node 0,5.530952049927149,599.6921749313419,9
Node 0,5.530952049927149,600.0385794117706,9
Node 0,5.530952049927149,600.3843671833325,9
Node 0,5.530952049927149,600.7295392592277,9
Node 0,5.530952049927149,601.0740966522446,9
Node 0,5.530952049927149,601.418040374753,9
Node 0,5.530952049927149,601.7613714386977,9
Node 0,5.530952049927149,602.1040908555916,9
Node 0,5.530952049927149,602.446199636509,9
Node 0,5.530952049927149,602.7876987920793,9
Node 0,5.530952049927149,603.1285893324796,9
Node 0,5.530952049927149,603.468872267429,9
Node 0,5.530952049927149,603.8085486061818,9
Node 0,5.530952049927149,604.1476193575209,9
Node 0,5.530952049927149,604.4860855297512,9
Node 0,5.530952049927149,604.8239481306939,9
Node 0,5.530952049927149,605.1612081676795,9
Node 0,5.530952049927149,605.497866647542,9
Node 0,5.530952049927149,605.833924576612,9
Node 0,5.530952049927149,606.1693829607115,9
Node 0,5.530952049927149,606.5042428051465,9
Node 0,5.530952049927149,606.838505114702,9
Node 0,5.530952049927149,607.1721708936352,9
Node 0,5.530952049927149,607.5052411456697,9
Node 0,5.530952049927149,607.8377168739895,9
Node 0,5.530952049927149,608.1695990812331,9
Node 0,5.530952049927149,608.5008887694873,9
Node 0,5.530952049927149,608.8315869402819,9
Node 0,5.530952049927149,609.1616945945831,9
Node 0,5.530952049927149,609.4912127327881,9
Node 0,5.530952049927149,609.8201423547196,9
Node 0,5.530952049927149,610.1484844596195,9
Node 0,5.530952049927149,610.4762400461436,9
Node 0,5.530952049927149,610.8034101123561,9
Node 0,5.530952049927149,611.1299956557235,9
Node 0,5.530952049927149,611.4559976731093,9
Node 0,5.530952049927149,611.7814171607686,9
Node 0,5.530952049927149,612.1062551143424,9
Node 0,5.530952049927149,612.4305125288523,9
Node 0,5.530952049927149,612.754190398695,9
Node 0,5.530952049927149,613.0772897176367,9
Node 0,5.530952049927149,613.3998114788086,9
Node 0,5.530952049927149,613.7217566747004,9
Node 0,5.530952049927149,614.0431262971558,9
Node 0,5.530952049927149,614.3639213373674,9
Node 0,5.530952049927149,614.6841427858709,9
Node 0,5.530952049927149,615.0037916325404,9
Node 0,5.530952049927149,615.322868866583,9
Node 0,5.530952049927149,615.6413754765342,9
Node 0,5.530952049927149,615.9593124502522,9
Node 0,5.530952049927149,616.2766807749135,9
Node 0,5.530952049927149,616.5934814370074,9
Node 0,5.530952049927149,616.9097154223315,9
Node 0,5.530952049927149,617.2253837159864,9
Node 0,5.530952049927149,617.5404873023712,9
Node 0,5.530952049927149,617.8550271651785,9
Node 0,5.530952049927149,618.1690042873896,9
Node 0,5.530952049927149,618.4824196512698,9
Node 0,5.530952049927149,618.7952742383634,9
Node 0,5.530952049927149,619.1075690294895,9
Node 0,5.530952049927149,619.4193050047369,9
Node 0,5.530952049927149,619.7304831434597,9
Node 0,5.530952049927149,620.0411044242726,9
Node 0,5.530952049927149,620.3511698250466,9
Node 0,5.530952049927149,620.6606803229039,9
Node 0,5.530952049927149,620.9696368942141,9
Node 0,5.530952049927149,621.2780405145892,9
Node 0,5.530952049927149,621.5858921588796,9
Node 0,5.530952049927149,621.8931928011692,9
Node 0,5.530952049927149,622.1999434147717,9
Node 0,5.530952049927149,622.5061449722257,9
Node 0,5.530952049927149,622.8117984452906,9
Node 0,5.530952049927149,623.1169048049425,9
Node 0,5.530952049927149,623.4214650213696,9
Node 0,5.530952049927149,623.7254800639686,9
Node 0,5.530952049927149,624.0289509013396,9
Node 0,5.530952049927149,624.3318785012831,9
Node 0,5.530952049927149,624.6342638307949,9
Node 0,5.530952049927149,624.9361078560627,9
Node 0,5.530952049927149,625.2374115424617,9
Node 0,5.530952049927149,625.5381758545507,9
Node 0,5.530952049927149,625.838401756068,9
Node 0,5.530952049927149,626.1380902099279,9
Node 0,5.530952049927149,626.437242178216,9
Node 0,5.530952049927149,626.7358586221861,9
Node 0,5.530952049927149,627.0339405022559,9
Node 0,5.530952049927149,627.3314887780031,9
Node 0,5.530952049927149,627.628504408162,9
Node 0,5.530952049927149,627.9249883506195,9
Node 0,5.530952049927149,628.2209415624112,9
Node 0,5.530952049927149,628.516364999718,9
Node 0,5.530952049927149,628.8112596178622,9
Node 0,5.530952049927149,629.1056263713039,9
Node 0,5.530952049927149,629.3994662136374,9
Node 0,5.530952049927149,629.6927800975878,9
Node 0,5.530952049927149,629.9855689750071,9
Node 0,5.530952049927149,630.2778337968707,9
Node 0,5.530952049927149,630.5695755132742,9
Node 0,5.530952049927149,630.8607950734297,9
Node 0,5.530952049927149,631.1514934256621,9
Node 0,5.530952049927149,631.4416715174065,9
Node 0,5.530952049927149,631.7313302952036,9
Node 0,5.530952049927149,632.0204707046976,9
Node 0,5.530952049927149,632.3090936906318,9
Node 0,5.530952049927149,632.597200196846,9
Node 0,5.530952049927149,632.8847911662729,9
Node 0,5.530952049927149,633.1718675409348,9
Node 0,5.530952049927149,633.4584302619407,9
Node 0,5.530952049927149,633.7444802694828,9
Node 0,5.530952049927149,634.0300185028332,9
Node 0,5.530952049927149,634.315045900341,9
Node 0,5.530952049927149,634.5995633994295,9
Node 0,5.530952049927149,634.8835719365923,9
Node 0,5.530952049927149,635.1670724473908,9
Node 0,5.530952049927149,635.4500658664509,9
Node 0,5.530952049927149,635.7325531274605,9
Node 0,5.530952049927149,636.0145351631658,9
Node 0,5.530952049927149,636.2960129053687,9
Node 0,5.530952049927149,636.5769872849238,9
Node 0,5.530952049927149,636.8574592317356,9
Node 0,5.530952049927149,637.1374296747553,9
Node 0,5.530952049927149,637.4168995419783,9
Node 0,5.530952049927149,637.6958697604413,9
Node 0,5.530952049927149,637.9743412562192,9
Node 0,5.530952049927149,638.2523149544227,9
Node 0,5.530952049927149,638.5297917791952,9
Node 0,5.530952049927149,638.8067726537104,9
Node 0,5.530952049927149,639.0832585001692,9
Node 0,5.530952049927149,639.3592502397973,9
Node 0,5.530952049927149,639.6347487928426,9
Node 0,5.530952049927149,639.9097550785722,9
Node 0,5.530952049927149,640.1842700152699,9
Node 0,5.530952049927149,640.4582945202342,9
Node 0,5.530952049927149,640.7318295097747,9
Node 0,5.530952049927149,641.0048758992103,9
Node 0,5.530952049927149,641.2774346028666,9
Node 0,5.530952049927149,641.5495065340732,9
Node 0,5.530952049927149,641.8210926051613,9
Node 0,5.530952049927149,642.0921937274612,9
Node 0,5.530952049927149,642.3628108113002,9
Node 0,5.530952049927149,642.6329447659995,9
Node 0,5.530952049927149,642.9025964998726,9
Node 0,5.530952049927149,643.1717669202226,9
Node 0,5.530952049927149,643.4404569333396,9
Node 0,5.530952049927149,643.708667444499,9
Node 0,5.530952049927149,643.9763993579586,9
Node 0,5.530952049927149,644.2436535769567,9
Node 0,5.530952049927149,644.5104310037099,9
Node 0,5.530952049927149,644.7767325394103,9
Node 0,5.530952049927149,645.0425590842244,9
Node 0,5.530952049927149,645.3079115372898,9
Node 0,5.530952049927149,645.5727907967135,9
Node 0,5.530952049927149,645.83719775957,9
Node 0,5.530952049927149,646.1011333218989,9
Node 0,5.530952049927149,646.3645983787029,9
Node 0,5.530952049927149,646.6275938239455,9
Node 0,5.530952049927149,646.8901205505495,9
Node 0,5.530952049927149,647.1521794503942,9
Node 0,5.530952049927149,647.4137714143144,9
Node 0,5.530952049927149,647.6748973320973,9
Node 0,5.530952049927149,647.9355580924815,9
Node 0,5.530952049927149,648.1957545831544,9
Node 0,5.530952049927149,648.4554876907507,9
Node 0,5.530952049927149,648.7147583008502,9
Node 0,5.530952049927149,648.9735672979762,9
Node 0,5.530952049927149,649.2319155655931,9
Node 0,5.530952049927149,649.4898039861056,9
Node 0,5.530952049927149,649.7472334408557,9
Node 0,5.530952049927149,650.0042048101216,9
Node 0,5.530952049927149,650.2607189731158,9
Node 0,5.530952049927149,650.5167768079833,9
Node 0,5.530952049927149,650.7723791918,9
Node 0,5.530952049927149,651.0275270005707,9
Node 0,5.530952049927149,651.2822211092274,9
Node 0,5.530952049927149,651.536462391628,9
Node 0,5.530952049927149,651.7902517205545,9
Node 0,5.530952049927149,652.0435899677109,9
Node 0,5.530952049927149,652.2964780037224,9
Node 0,5.530952049927149,652.5489166981331,9
Node 0,5.530952049927149,652.8009069194047,9
Node 0,5.530952049927149,653.052449534915,9
Node 0,5.530952049927149,653.3035454109562,9
Node 0,5.530952049927149,653.5541954127334,9
Node 0,5.530952049927149,653.8044004043633,9
Node 0,5.530952049927149,654.0541612488723,9
Node 0,5.530952049927149,654.3034788081957,9
Node 0,5.530952049927149,654.5523539431753,9
Node 0,5.530952049927149,654.8007875135588,9
Node 0,5.530952049927149,655.0487803779982,9
Node 0,5.530952049927149,655.296333394048,9
Node 0,5.530952049927149,655.5434474181644,9
Node 0,5.530952049927149,655.7901233057034,9
Node 0,5.530952049927149,656.0363619109199,9
Node 0,5.530952049927149,656.2821640869661,9
Node 0,5.530952049927149,656.5275306858903,9
Node 0,5.530952049927149,656.7724625586355,9
Node 0,5.530952049927149,657.0169605550386,9
Node 0,5.530952049927149,657.2610255238283,9
Node 0,5.530952049927149,657.5046583126245,9
Node 0,5.530952049927149,657.7478597679371,9
Node 0,5.530952049927149,657.9906307351645,9
Node 0,5.530952049927149,658.2329720585923,9
Node 0,5.530952049927149,658.4748845813928,9
Node 0,5.530952049927149,658.716369145623,9
Node 0,5.530952049927149,658.9574265922244,9
Node 0,5.530952049927149,659.1980577610207,9
